PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Yuan, Y; Li, K; Wang, JH; Ma, K				Yuan, Y.; Li, K.; Wang, J. H.; Ma, K.			The Wigner Functions for a Spin-1/2 Relativistic Particle in the Presence of Magnetic Field	INTERNATIONAL JOURNAL OF THEORETICAL PHYSICS			English	Article						Spin-1/2 relativistic particle; Wigner function; Dirac equation; Spinor space	QUANTUM-MECHANICS; NONCOMMUTATIVE SPACE; PHASE-SPACE; QUANTIZATION	This paper provides a study of Wigner functions for a spin-1/2 relativistic particle in the presence of magnetic field. Since the Dirac equation is described as a matrix equation, it is necessary to describe the Wigner function as a matrix function in phase space. What's more, this function is then proved to satisfy the Dirac equation with *-product. Finally, by solving the *-product Dirac equation, the energy levels as well as the Wigner functions for a spin-1/2 relativistic particle in the presence of magnetic field are obtained.	[Li, K.] Hangzhou Normal Univ, Hangzhou 310036, Zhejiang, Peoples R China; [Yuan, Y.; Wang, J. H.; Ma, K.] Shaanxi Univ Technol, Hanzhong 723001, Peoples R China	Li, K (reprint author), Hangzhou Normal Univ, Hangzhou 310036, Zhejiang, Peoples R China.	kangli60@yahoo.com.cn; jianhua.wang@263.net		Ma, Kai/0000-0001-7119-6117	National Natural Science Foundation of ChinaNational Natural Science Foundation of China [10875053]; The State Key Laboratory for Superlattices and Microstructures [CHJG200902]; Shaanxi Province [2009K01-54]	This work is supported in part by the National Natural Science Foundation of China (10875053), an open topic of The State Key Laboratory for Superlattices and Microstructures (CHJG200902), and scientific research project in Shaanxi Province (2009K01-54).		18	5	6	0	7	SPRINGER/PLENUM PUBLISHERS	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0020-7748			INT J THEOR PHYS	Int. J. Theor. Phys.	SEP	2010	49	9					1993	2001		10.1007/s10773-010-0262-0			9	Physics, Multidisciplinary	Physics	640HS	WOS:000281041400002					2020-06-29	
J	Wu, CA; Liu, L; Dong, H; Yang, XF; Lai, G				Wu, Chuan; Liu, Ling; Dong, Hong; Yang, Xiongfa; Lai, Guoqiao			Measurement and Correlation of the Vapor Pressure of Ethyltrimethoxysilane	JOURNAL OF CHEMICAL AND ENGINEERING DATA			English	Article								Pure ethyltrimethoxysilane was obtained by the distillation method, and its saturated temperatures at various pressures ranging from (2325 to 101 325) Pa were measured by means of an inclined ebulliometer. The correlation between vapor pressure and temperature was conducted with relative errors ranging from (0.03 to 0.38) %. The molar evaporation enthalpy (Delta(vap)H(m)) of ethyltrimethoxysilane in the temperature range from (306.4 to 397.2) K was estimated from the Clausius-Clapeyron equation.	[Wu, Chuan; Liu, Ling; Dong, Hong; Yang, Xiongfa; Lai, Guoqiao] Hangzhou Normal Univ, Minist Educ, Key Lab Organosilicon Chem & Mat Technol, Hangzhou 310012, Zhejiang, Peoples R China	Wu, CA (reprint author), Hangzhou Normal Univ, Minist Educ, Key Lab Organosilicon Chem & Mat Technol, Hangzhou 310012, Zhejiang, Peoples R China.	chaunwu@yahoo.com; hsdyjg@163.com	Wu, Chuan/J-8726-2012		Chinese Ministry of EducationMinistry of Education, China [208183]; Hangzhou Science and Technology Bureau of China [20090231T02]; Zhejiang Provincial Natural Science Foundation of ChinaNatural Science Foundation of Zhejiang Province [Y4090016]	Received for review January 8, 2010. Accepted February 2, 2010. This work was supported by the financial support of the Key Project of Chinese Ministry of Education (Grant No. 208183), the Scientific and Technological Innovation Project (Grant No. 20090231T02) sponsored by Hangzhou Science and Technology Bureau of China, and Zhejiang Provincial Natural Science Foundation of China (Grant No. Y4090016).		2	2	2	0	7	AMER CHEMICAL SOC	WASHINGTON	1155 16TH ST, NW, WASHINGTON, DC 20036 USA	0021-9568			J CHEM ENG DATA	J. Chem. Eng. Data	SEP	2010	55	9					3952	3954		10.1021/je100017w			3	Thermodynamics; Chemistry, Multidisciplinary; Engineering, Chemical	Thermodynamics; Chemistry; Engineering	646TX	WOS:000281567000170					2020-06-29	
J	Qu, YH; Tao, TJ; Sharoff, S; Jin, NS; Gao, RY; Zhang, N; Yang, YT; Xu, CZ				Qu, Yun-hua; Tao, Tian-jiong; Sharoff, Serge; Jin, Narisong; Gao, Ruo-yuan; Zhang, Nan; Yang, Yu-ting; Xu, Cheng-zhi			Using an integrated feature set to generalize and justify the Chinese-to-English transferring rule of the 'ZHE' aspect	JOURNAL OF ZHEJIANG UNIVERSITY-SCIENCE C-COMPUTERS & ELECTRONICS			English	Article						ZHE aspect transferring rule (ZHE Rule); Machine learning; Decision tree; Aspect classification; Integrated feature set	MANDARIN CHINESE; LE	In machine translation (MT) practice, there is an urgent need for constructing a set of Chinese-to-English aspect transferring rules to define the transferring conditions. The integrated feature set was used to generalize and justify the Chinese-to-English transferring rule of the 'ZHE' aspect (ZHE Rule). A ZHE classification model was built in this study. The impacts of each set of temporal, lexical aspectual, and syntactic features, and their integrated impacts, on the accuracy of the ZHE Rule were tested. Over 600 misclassified corpus sentences were manually examined. A 10-fold cross-validation was used with a decision tree algorithm. The main results are: (1) The ZHE Rule was generalized and justified to have a higher accuracy under the two metrics: the precision rate and the areas under the receiver operating characteristic curve (AUC). (2) The temporal, lexical aspectual, and syntactic feature sets have an integrated contribution to the accuracy of the ZHE Rule. The syntactic and temporal features have an impact on ZHE aspect derivations, while the lexical aspectual features are not predictive of ZHE aspect derivation. (3) While associated with active verbs, the ZHE aspect can denote a perfective situation. This study suggests that the temporal and syntactic features are the predictive ZHE aspect classification features and that the ZHE Rule with an overall precision rate of 80.1% is accurate enough to be further explored in MT practice. The machine learning method, decision tree, can be applied to the automatic aspect transferring in MT research and aspectual interpretations in linguistic research.	[Qu, Yun-hua] Zhejiang Univ, Sch Int Studies, Hangzhou 310058, Zhejiang, Peoples R China; [Tao, Tian-jiong] China Acad Engn Phys, Inst Fluid Phys, Mianyang 621900, Peoples R China; [Sharoff, Serge] Univ Leeds, Ctr Translat Studies, Leeds LS2 9JT, W Yorkshire, England; [Jin, Narisong] Hangzhou Normal Univ, Ctr Appl Linguist, Hangzhou 310012, Zhejiang, Peoples R China; [Gao, Ruo-yuan] Zhejiang Univ, Sch Comp Sci & Technol, Hangzhou 310027, Peoples R China; [Zhang, Nan] Chinese Acad Sci, Grad Sch, Sensor Network & Applicat Res Ctr, Beijing 100049, Peoples R China; [Yang, Yu-ting] Zhejiang Univ, Sch Econ, Hangzhou 310027, Peoples R China; [Xu, Cheng-zhi] Zhejiang Univ City Coll, Hangzhou 310015, Zhejiang, Peoples R China	Qu, YH (reprint author), Zhejiang Univ, Sch Int Studies, Hangzhou 310058, Zhejiang, Peoples R China.	qu163hua@l63.com			National Social Science Foundation of China [08BYY001]; Worldwide Universities Network	Project supported by the National Social Science Foundation of China (No. 08BYY001) and the Worldwide Universities Network 2009 Research Mobility Programme		37	1	1	0	6	ZHEJIANG UNIV	HANGZHOU	EDITORIAL BOARD, 20 YUGU RD, HANGZHOU, 310027, PEOPLES R CHINA	1869-1951	1869-196X		J ZHEJIANG U-SCI C	J. Zhejiang Univ.-SCI. C.	SEP	2010	11	9					663	676		10.1631/jzus.C1000104			14	Computer Science, Information Systems; Computer Science, Software Engineering; Engineering, Electrical & Electronic	Computer Science; Engineering	648YY	WOS:000281732700001					2020-06-29	
J	Ye, XS; Pan, LH; Jiang, HM				Ye, Xiao-Shan; Pan, Li-Hua; Jiang, Hong-Ming			Quantum phase transition of the Fulde-Ferrell-Larkin-Ovchinnikov states in two-dimensional anisotropic triangular system	PHYSICA C-SUPERCONDUCTIVITY AND ITS APPLICATIONS			English	Article						FFLO states; Local density of states; Superconductivity	IMPURITIES	Based on the Bogoliubov de Gennes (BdG) equations, we study the Fulde-Ferrell-Larkin-Ovchinnikov (FFLO) states for d-wave superconductor in anisotropic triangular system self-consistently with a strong magnetic field applied parallel to its conducting planes. We find that the two-dimensional FFLO state transforms to one-dimensional FFLO state as the system frustrated. The calculated local density of states are suggested to distinguish these states. (C) 2010 Elsevier B.V. All rights reserved.	[Ye, Xiao-Shan; Pan, Li-Hua] Yangzhou Univ, Coll Phys Sci & Technol, Yangzhou 225002, Peoples R China; [Jiang, Hong-Ming] Hangzhou Normal Univ, Dept Phys, Hangzhou 310036, Zhejiang, Peoples R China	Ye, XS (reprint author), Yangzhou Univ, Coll Phys Sci & Technol, Yangzhou 225002, Peoples R China.	xsye@yzu.edu.cn	Pan, Lihua/N-8374-2017	Pan, Lihua/0000-0002-5058-0045	National Nature Science Foundation of ChinaNational Natural Science Foundation of China [10947158, 10904062]; Provincial Natural Science Foundation of Jiangsu China Education [08KJB140012]	We thank Jian-Xin Li for useful discussions. This work is supported by the National Nature Science Foundation of China (Grant No. 10947158 and 10904062) and the Provincial Natural Science Foundation of Jiangsu China Education 08KJB140012.		29	2	2	0	0	ELSEVIER	AMSTERDAM	RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS	0921-4534	1873-2143		PHYSICA C	Physica C	SEP 1	2010	470	17-18					669	673		10.1016/j.physc.2010.05.243			5	Physics, Applied; Physics, Condensed Matter	Physics	651NJ	WOS:000281934100002					2020-06-29	
J	Yu, DS				Yu, Dansheng			EMBEDDING THEOREMS IN STRONG APPROXIMATION OF FOURIER SERIES	STUDIA SCIENTIARUM MATHEMATICARUM HUNGARICA			English	Article						Embedding theorems; strong approximation; Fourier series		In this paper, we introduce some new classes of functions and investigate the embedding relations among these classes. Our results generalize the related results of Leindler [3] and Yu-Zhou [9].	Hangzhou Normal Univ, Dept Math, Hangzhou 310036, Zhejiang, Peoples R China	Yu, DS (reprint author), Hangzhou Normal Univ, Dept Math, Hangzhou 310036, Zhejiang, Peoples R China.	danshengyu@yahoo.com.cn			Hangzhou Normal University	Research supported by Research Project of Hangzhou Normal University.		10	1	1	0	1	AKADEMIAI KIADO RT	BUDAPEST	PRIELLE K U 19, PO BOX 245,, H-1117 BUDAPEST, HUNGARY	0081-6906			STUD SCI MATH HUNG	Stud. Sci. Math. Hung.	SEP	2010	47	3					350	372		10.1556/SScMath.2009.1135			23	Mathematics	Mathematics	643IF	WOS:000281288100006					2020-06-29	
J	Li, FQ; Sun, L; Hu, JA; Pan, H				Li, Feng-Qi; Sun, Li; Hu, Jian; Pan, Hui			A Safe Technique for Closure of Patent Ductus Arteriosus in Adult Patients	SURGICAL INNOVATION			English	Article						patent ductus arteriosus; intrapericardial approach; surgical technique	CARDIOPULMONARY BYPASS	A patent ductus arteriosus (PDA) can be closed using various procedures, including transcatheter closure, video-assisted thoracoscopic surgery, and conventional surgery with division and suture. These procedures are feasible for treatment of PDA in a child, but are believed to be challenging when employed in an adult. The main danger is intraoperative bleeding. With a hemorrhage, inadvertent ductus damage/perforation during the isolated ductus, the traditional surgical approach was accomplished with considerable difficulty. This study reports a new procedure for these adult patients using an intrapericardial approach to the ductus. The operation was done as an emergency salvage procedure. Based on the results from the 4 cases of PDA, such technique is found to be simple, safe, and effective.	[Hu, Jian] Zhejiang Univ, Dept Thorac Surg, Hosp 1, Coll Med, Hangzhou 310003, Zhejiang, Peoples R China; [Sun, Li] Hangzhou Normal Univ, Hangzhou, Zhejiang, Peoples R China	Hu, JA (reprint author), Zhejiang Univ, Dept Thorac Surg, Hosp 1, Coll Med, 79,Qingchun Rd, Hangzhou 310003, Zhejiang, Peoples R China.	hjsl@mail.hz.zj.cn						5	0	1	0	1	SAGE PUBLICATIONS INC	THOUSAND OAKS	2455 TELLER RD, THOUSAND OAKS, CA 91320 USA	1553-3506	1553-3514		SURG INNOV	Surg. Innov.	SEP	2010	17	3					195	197		10.1177/1553350610377213			3	Surgery	Surgery	644MY	WOS:000281382900004	20656758				2020-06-29	
J	Tang, B; Wang, SG; Zhang, F				Tang, Bin; Wang, Shigui; Zhang, Fan			Two storage hexamerins from the beet armyworm Spodoptera exigua: Cloning, characterization and the effect of gene silencing on survival	BMC MOLECULAR BIOLOGY			English	Article							MULBERRY LONGICORN BEETLE; ARTHROPOD HEMOCYANINS; LARVAL DEVELOPMENT; MOLECULAR-CLONING; TOBACCO HORNWORM; CAMPONOTUS-FESTINATUS; COMMON CUTWORM; CDNA CLONING; FAT-BODY; PROTEINS	Background: In insects, hemocyanin superfamily proteins accumulate apparently to serve as sources of amino acids during metamorphosis, reproduction and development. Storage hexamerins are important members of the hemocyanin superfamily. Although insects possess storage hexamerins, very little is known about the character and specific functions of hexamerin 1 and storage protein 1 in insect development. Results: To gain insight into the function of storage proteins in insects, cDNAs for two storage proteins were cloned from the fat body of Spodoptera exigua. S. exigua hexamerin 1 (SeHex) cDNA contained an open reading frame of 2124 nucleotides encoding a protein of 707 amino acids with a predicted molecular weight of 82.12 kDa. S. exigua storage protein 1 (SeSP1) cDNA contained an open reading frame of 2256 bp encoding a protein of 751 amino acids with a predicted molecular weight of similar to 88.84 kDa. Northern blotting analyses revealed that SeHex mRNA is expressed in the fat body, cuticle, midgut and Malpighian tubules and SeSP1 in fat body, Malpighian tubules and tracheae. SeHex and SeSP1 mRNAs were expressed in fat body at different levels from first instar larvae to pupae, with expression was much lower from first instar larvae to first-day fifth instar larvae. SeHex transcript expression was high in fat body of wandering larvae (pre-pupae) and steadily decreased to the seventh pupal day. SeSP1 transcript expression was high in fat body of wandering larvae, 2-day-old fifth instar larvae and 2-, 4- and 7-day-old pupae. SeHex and SeSP1 mRNAs levels were expressed lower than control on the condition of starvation at 12 h. Of insects injected with SeHex and SeSP1 dsRNA, 38.7% and 24.3% survived to 204 h after treatment, respectively. This was significantly lower than in the controls groups. Conclusions: These findings provide new data on the tissue distribution, expression patterns and the function in starvation of storage proteins. RNA interference results revealed that storage protein genes are key in metamorphosis, reproduction and insect development. The results for SeHex and SeSP1 interference reveal that a potential method to control this pest is to disrupt the regulation of storage proteins.	[Tang, Bin; Wang, Shigui] Hangzhou Normal Univ, Hangzhou Key Lab Anim Adaptat & Evolut, Coll Life & Environm Sci, Hangzhou 310036, Zhejiang, Peoples R China; [Zhang, Fan] Beijing Acad Agr & Forestry Sci, Inst Plant & Environm Protect, Beijing 100089, Peoples R China	Wang, SG (reprint author), Hangzhou Normal Univ, Hangzhou Key Lab Anim Adaptat & Evolut, Coll Life & Environm Sci, Hangzhou 310036, Zhejiang, Peoples R China.	sgwang@mail.hz.zj.cn; zf6131@263.net			National Basic Research Program of ChinaNational Basic Research Program of China [2009CB119206, 2006CB102005]; National Key Technology R&D Program of ChinaNational Key Technology R&D Program [2008BADA5B02]; National Natural Science Foundation of ChinaNational Natural Science Foundation of China [31000880, 30970473]; Zhejiang Provincial Natural Science Foundation of ChinaNatural Science Foundation of Zhejiang Province [Y3100176]; Hangzhou Science and Technology Development Program of China [20091133B08]; Hangzhou normal university [YS05203105]	This work was supported by the National Basic Research Program of China (Grant Nos. 2009CB119206 and 2006CB102005), the National Key Technology R&D Program of China (Grant No. 2008BADA5B02), the National Natural Science Foundation of China (Grant Nos. 31000880 and 30970473), the Zhejiang Provincial Natural Science Foundation of China (Grant No. Y3100176), the Hangzhou Science and Technology Development Program of China (Grant No. 20091133B08) and the Hangzhou normal university high-level talents start-up fund (Grant No. YS05203105).		62	20	25	0	9	BMC	LONDON	CAMPUS, 4 CRINAN ST, LONDON N1 9XW, ENGLAND	1471-2199			BMC MOL BIOL	BMC Mol. Biol.	AUG 31	2010	11								65	10.1186/1471-2199-11-65			13	Biochemistry & Molecular Biology	Biochemistry & Molecular Biology	649XE	WOS:000281808000001	20807423	DOAJ Gold, Green Published			2020-06-29	
J	Xu, CJ; Li, BG				Xu, Cun-Jin; Li, Bo-Geng			Synthesis and Characterization of Highly Luminescent Copolymers of Methyl Methacrylate and Eu-Complexed 5-Acryloxyethoxymethyl-8-hydroxyquinoline	MACROMOLECULAR CHEMISTRY AND PHYSICS			English	Article						8-hydroxyquinoline; Eu-containing copolymer; luminescence; synthesis; TTA	RARE-EARTH-METAL; POLYMERS; EUROPIUM; ELECTROLUMINESCENCE; FLUORESCENCE; COORDINATION	Highly luminescent Eu-containing copolymers were synthesized through the copolymerization of Eu-complex monomer featuring TTA and 5-acryloxyethoxymethyl-8-hydroxyquinoline with MMA, and characterized by FT-IR, GPC, TGA, and DSC. The results indicated that the copolymers have not only a good solubility, thermal stability, and high glass transition temperatures, but also an intense red emission at 612 nm, corresponding to the D-5(0)-> F-7(2) transition of Eu(III) ions under UV excitation. Compared with the Eu-complex monomer, the Eu-copolymers exhibited much higher luminescence lifetimes and efficiencies. Moreover, the luminescence intensities of the copolymers were much higher than those of the Eu-complex/poly(methyl methacrylate) blend system at the same Eu content, and increased nearly linearly with an increase in the Eu content within 5.33 wt.-%, and no significant concentration quenching phenomenon was observed at the Eu content up to 10.72 wt.-%. In the blend system, however, the linear relationship between the luminescence intensity and Eu content was observed within 3.30 wt.-%, and then the blend system showed typical emission concentration quenching on further increase in the Eu content. The improvement of the luminescence properties for the copolymers may be attributed to the special micro-environment, in which the Eu-complex units are uniformly bonded to and surrounded by the polymer chain. These excellent photoluminescence properties may enable the novel copolymers to be used as pure red-emitting materials.	[Xu, Cun-Jin; Li, Bo-Geng] Zhejiang Univ, State Key Lab Chem Engn, Dept Chem & Biochem Engn, Hangzhou 310027, Peoples R China; [Xu, Cun-Jin] Hangzhou Normal Univ, Coll Mat Chem & Chem Engn, Hangzhou 310036, Zhejiang, Peoples R China	Li, BG (reprint author), Zhejiang Univ, State Key Lab Chem Engn, Dept Chem & Biochem Engn, Hangzhou 310027, Peoples R China.		Li, Bo/AAA-8968-2020	Li, Bo/0000-0002-7294-6888	NSFCNational Natural Science Foundation of China [20936006]; New Century "131" Cultivating Plan of Hangzhou City for Outstanding Young Talents	This work was financially supported by the NSFC (no 20936006) and the New Century "131" Cultivating Plan of Hangzhou City for Outstanding Young Talents		30	17	18	0	25	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	1022-1352	1521-3935		MACROMOL CHEM PHYS	Macromol. Chem. Phys.	AUG 16	2010	211	16					1733	1740		10.1002/macp.201000026			8	Polymer Science	Polymer Science	644CA	WOS:000281346800001					2020-06-29	
J	Gao, XL; Xin, YY; Bell, PD; Wen, JZ; Blankenship, RE				Gao, Xinliu; Xin, Yueyong; Bell, Patrick D.; Wen, Jianzhong; Blankenship, Robert E.			Structural Analysis of Alternative Complex III in the Photosynthetic Electron Transfer Chain of Chloroflexus aurantiacus	BIOCHEMISTRY			English	Article							CYTOCHROME BC; RHODOTHERMUS-MARINUS; EARLY EVOLUTION; BACTERIUM; ELECTROPHORESIS; ORGANISMS; PROTEINS; GEN	The green photosynthetic bacterium Chloroflexus aurantiacus, which belongs to the phylum of filamentous anoxygenic phototrophs, does not contain a cytochrome bc or bf type complex which is found in all other known groups of phototrophs. This suggests that a functional replacement exists to link the reaction center photochemistry to cyclic electron transfer as well as respiration. Earlier work identified a potential substitute of the cytochrome bc complex, now named alternative complex III (ACIII), which has been purified from C. aurantiacus, identified, and characterized. ACIII functions as a menaquinol:auracyanin oxidoreductase in the photosynthetic electron transfer chain, and a related but distinct complex functions in respiratory electron flow to a terminal oxidase. In this work, we focus on elucidating the structure of photosynthetic ACIII. We found that ACIII is an integral membrane protein complex of similar to 300 kDa that consists of eight subunits of seven different types. Among them, there are four metalloprotein subunits, including a 113 kDa iron-sulfur cluster-containing polypeptide, a 25 kDa penta-heme c-containing subunit, and two 20 kDa monoheme c-containing subunits in the form of a homodimer. A variety of analytical techniques were employed in determining the ACIII substructure, including HPLC combined with ESI-MS, metal analysis, potentiometric titration, and intensity analysis of heme staining SDS-PAGE. A preliminary structural model of ACIII is proposed on the basis of the analytical data and chemical cross-linking in tandem with mass analysis using MALDI-TOF, as well as transmembrane and transit peptide analysis.	[Gao, Xinliu; Xin, Yueyong; Bell, Patrick D.; Wen, Jianzhong; Blankenship, Robert E.] Washington Univ, Dept Biol, St Louis, MO 63130 USA; [Gao, Xinliu; Xin, Yueyong; Bell, Patrick D.; Wen, Jianzhong; Blankenship, Robert E.] Washington Univ, Dept Chem, St Louis, MO 63130 USA; [Xin, Yueyong] HangZhou Normal Univ, Coll Life & Environm Sci, Hangzhou 310036, Zhejiang, Peoples R China	Blankenship, RE (reprint author), Washington Univ, Dept Biol, 1 Brookings Dr,CB 1137, St Louis, MO 63130 USA.	blankenship@wustl.edu	Wen, Jianzhong/AAI-4976-2020; Wen, Jianzhong/C-1468-2011	Wen, Jianzhong/0000-0002-3057-721X	National Science FoundationNational Science Foundation (NSF) [MCB-0646621]; National Center for Research Resources (NCRR) of the National Institutes of HealthUnited States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Center for Research Resources (NCRR) [2P41RR00954]	This work was supported by Grant MCB-0646621 to R.E.B. from the Molecular Biochemistry Program of the National Science Foundation. The mass spectrometry research was supported by the National Center for Research Resources (NCRR) of the National Institutes of Health (Grant 2P41RR00954).		39	22	22	0	8	AMER CHEMICAL SOC	WASHINGTON	1155 16TH ST, NW, WASHINGTON, DC 20036 USA	0006-2960			BIOCHEMISTRY-US	Biochemistry	AUG 10	2010	49	31					6670	6679		10.1021/bi100858k			10	Biochemistry & Molecular Biology	Biochemistry & Molecular Biology	636NE	WOS:000280743200017	20614874	Green Accepted			2020-06-29	
J	Li, BW; Ying, HP; Yang, JS; Gao, X				Li, Bing-Wei; Ying, He-Ping; Yang, Jian-Song; Gao, Xiang			Heterogeneity selected target waves and their competition: Outgoing or ingoing?	PHYSICS LETTERS A			English	Article						Heterogeneity; Target waves; Traveling direction; Wave competition; CGLE	GINZBURG-LANDAU EQUATION; REACTION-DIFFUSION SYSTEMS; PATTERNS; PACEMAKERS; MEDIA	Traveling direction (outgoing or ingoing) of target waves sustained by a localized inhomogeneity and their competition rules in the complex Ginzburg-Landau equation (CGLE) are studied. We show that even a local positive (negative) frequency shift is capable of creating ingoing (outgoing) target waves. A novel transition between ingoing and outgoing target waves, as we find, can be switched by the size of the inhomogeneity. The competition rules for wave patterns (e.g., target waves) are also studied systematically. All the numerical findings are found to be in perfect agreement with the theoretical criteria that are derived based on the fundamental conceptions (e.g., group velocity, phase velocity). (C) 2010 Elsevier B.V. All rights reserved.	[Li, Bing-Wei; Yang, Jian-Song] Hangzhou Normal Univ, Dept Phys, Hangzhou 310036, Zhejiang, Peoples R China; [Li, Bing-Wei; Ying, He-Ping; Gao, Xiang] Zhejiang Univ, Zhejiang Inst Modern Phys, Hangzhou 310027, Peoples R China; [Li, Bing-Wei; Ying, He-Ping; Gao, Xiang] Zhejiang Univ, Dept Phys, Hangzhou 310027, Peoples R China	Li, BW (reprint author), Hangzhou Normal Univ, Dept Phys, Hangzhou 310036, Zhejiang, Peoples R China.	bwelllee@zju.edu.cn; hpying@zju.edu.cn	Li, Bingwei/F-5903-2010; Gao, Xiang/H-8141-2013	Gao, Xiang/0000-0002-9073-6243; Li, Bing-Wei/0000-0002-0887-8016	National Nature Science Foundation of ChinaNational Natural Science Foundation of China [10947021, 10774130]	We would like to thank Dr. Cao for the fruitful discussion on the physical mechanism underlying the criteria. This work was supported by the National Nature Science Foundation of China (Nos. 10947021 and 10774130).		36	5	5	1	9	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	0375-9601			PHYS LETT A	Phys. Lett. A	AUG 9	2010	374	36					3752	3757		10.1016/j.physleta.2010.07.034			6	Physics, Multidisciplinary	Physics	643DB	WOS:000281272900010					2020-06-29	
J	Jin, JS; Tu, MWY; Zhang, WM; Yan, YJ				Jin, Jinshuang; Tu, Matisse Wei-Yuan; Zhang, Wei-Min; Yan, YiJing			Non-equilibrium quantum theory for nanodevices based on the Feynman-Vernon influence functional	NEW JOURNAL OF PHYSICS			English	Article							TIME-DEPENDENT TRANSPORT; BROWNIAN-MOTION; ANOMALIES	In this paper, we present a non-equilibrium quantum theory for transient electron dynamics in nanodevices based on the Feynman-Vernon influence functional. Applying the exact master equation for nanodevices we recently developed to the more general case in which all the constituents of a device vary in time in response to time-dependent external voltages, we obtained non-perturbatively the transient quantum transport theory in terms of the reduced density matrix. The theory enables us to study transient quantum transport in nanostructures with back-reaction effects from the contacts, with non-Markovian dissipation and decoherence being fully taken into account. For a simple illustration, we apply the theory to a single-electron transistor subjected to ac bias voltages. The non-Markovian memory structure and the nonlinear response functions describing transient electron transport are obtained.	[Jin, Jinshuang; Tu, Matisse Wei-Yuan; Zhang, Wei-Min] Natl Cheng Kung Univ, Dept Phys, Tainan 70101, Taiwan; [Jin, Jinshuang; Tu, Matisse Wei-Yuan; Zhang, Wei-Min] Natl Cheng Kung Univ, Ctr Quantum Informat Sci, Tainan 70101, Taiwan; [Jin, Jinshuang] Hangzhou Normal Univ, Dept Phys, Hangzhou 310036, Zhejiang, Peoples R China; [Yan, YiJing] Hong Kong Univ Sci & Technol, Dept Chem, Kowloon, Hong Kong, Peoples R China	Zhang, WM (reprint author), Natl Cheng Kung Univ, Dept Phys, Tainan 70101, Taiwan.	wzhang@mail.ncku.edu.tw	ZHANG, Wei-Min/Q-3713-2016; Tu, Matisse Wei-Yuan/AAM-9960-2020	ZHANG, Wei-Min/0000-0003-2117-3608; Tu, Wei-Yuan/0000-0002-1094-588X	National Science Council (NSC) of ROCNational Science Council of Taiwan [NSC-96-2112-M-006-011-MY3]; National Natural Science Foundation of ChinaNational Natural Science Foundation of China [10904029]; Research Grants Council of Hong KongHong Kong Research Grants Council [604709]; National Center for Theoretical Science of the NSC	We thank Ora Entin-Wohlman for useful discussions and for helping us to improve the presentation of the manuscript. This work was supported by the National Science Council (NSC) of ROC under contract no. NSC-96-2112-M-006-011-MY3, the National Natural Science Foundation of China under grant no. 10904029 and the Research Grants Council of Hong Kong (604709). We are also grateful to the National Center for Theoretical Science of the NSC for support.		66	66	67	0	12	IOP PUBLISHING LTD	BRISTOL	TEMPLE CIRCUS, TEMPLE WAY, BRISTOL BS1 6BE, ENGLAND	1367-2630			NEW J PHYS	New J. Phys.	AUG 6	2010	12								083013	10.1088/1367-2630/12/8/083013			30	Physics, Multidisciplinary	Physics	643ER	WOS:000281278900002		DOAJ Gold			2020-06-29	
